Title,Price,Area,Category,Size,Bedrooms,Bathrooms
Nuri Court Apartment For Sale,RM 319 000,PANDAN INDAH,Apartments,860 sq.ft.,3 Bedrooms,2 Bathrooms
"D'PINES Ampang Condominium,Near LRT Pandan Indah & LRT Cempaka",RM 645 000,PANDAN INDAH,Apartments,1602 sq.ft.,3 Bedrooms,2 Bathrooms
GOOD FOR INVESTMENT*Nuri Court Apartment Pandan Indah Ampang,RM 310 000,PANDAN INDAH,Apartments,800 sq.ft.,3 Bedrooms,2 Bathrooms
Green residence 4room newcondo c cheras mahkota partly furnish,RM 590 000,PANDAN INDAH,Apartments,1611 sq.ft.,4 Bedrooms,5 Bathrooms
"Non Bumi lot, Nuri Court",RM 315 000,PANDAN INDAH,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"Axis Crown Residence 1,110 sqft Pandan Indah near LRT PRICE NEGOTIABLE",RM 475 000,PANDAN INDAH,Apartments,1110 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment kenari court pandan indah, jln ampang",RM 335 000,PANDAN INDAH,Apartments,807 sq.ft.,3 Bedrooms,2 Bathrooms
Green residence partlyfurnish 4room 4carpark c sunway cheras,RM 590 000,PANDAN INDAH,Apartments,1611 sq.ft.,4 Bedrooms,5 Bathrooms
"[100% Loan] Nuri Court Apartment, Pandan Indah [LOW DOWN PAYMENT]",RM 260 000,PANDAN INDAH,Apartments,826 sq.ft.,3 Bedrooms,2 Bathrooms
Garden Tower Apartment | Lembah Maju | FULLY RENO | BELOW MARKET PRICE,RM 268 000,PANDAN INDAH,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
EKSLUSIF | BELOW MARKET Nusa Mewah Condo Bukit Pandan Ampang,RM 330 000,PANDAN INDAH,Apartments,865 sq.ft.,3 Bedrooms,2 Bathrooms
"[650m to LRT l WELL MAINTAINED] Dahlia Apartment, Pandan Indah, Ampang",RM 280 000,PANDAN INDAH,Apartments,782 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market Value + Dekat LRT I Pandan Villa Condominium Pandan Indah,RM 380 000,PANDAN INDAH,Apartments,1238 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market AB & AG Jalan Pandan Indah ( Full Loan Can Arrange ),RM 120 000,PANDAN INDAH,Apartments,507 sq.ft.,3 Bedrooms,1 Bathroom
"KEDIDI Apartment, PANDAN INDAH, Ampang - WALKING DISTANCE LRT STATION",RM 298 000,PANDAN INDAH,Apartments,807 sq.ft.,3 Bedrooms,2 Bathrooms
PALING CANTIK BELOW MARKET ‼️ - Apartment Nuri Court Pandan Indah,RM 400 000,PANDAN INDAH,Apartments,851 sq.ft.,3 Bedrooms,2 Bathrooms
"[READY MOVE IN] Fortune Heights Lembah Maju, Taman Muda",RM 194 999,PANDAN INDAH,Apartments,689 sq.ft.,2 Bedrooms,1 Bathroom
"|BOOKING 1K| Axis Residence, Pandan Indah, Ampang",RM 340 000,PANDAN INDAH,Apartments,739 sq.ft.,2 Bedrooms,2 Bathrooms
"NURI COURT APARTMENT, PANDAN INDAH KUALA LUMPUR [ 803 sq.ft ]",RM 268 000,PANDAN INDAH,Apartments,803 sq.ft.,3 Bedrooms,2 Bathrooms
Flat Pandan Indah Kuala Lumpur,RM 160 000,PANDAN INDAH,Apartments,588 sq.ft.,3 Bedrooms,1 Bathroom
"Grandeur Tower, Pandan Indah, Apartment",RM 325 000,PANDAN INDAH,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
"Dahlia Apatment Condo , Nice Price , Hot Selling , Pandan Indah KL",RM 245 000,PANDAN INDAH,Apartments,800 sq.ft.,3 Bedrooms,2 Bathrooms
"Fully Furnish N Renovate, Walk Distance to LRT, Apartment Nuri Court",RM 400 000,PANDAN INDAH,Apartments,851 sq.ft.,3 Bedrooms,2 Bathrooms
"BOOKING 1K [HIGH FLOOR] Axis Residence Condominium, Pandan Indah",RM 340 000,PANDAN INDAH,Apartments,739 sq.ft.,2 Bedrooms,2 Bathrooms
"[Tenanted/Below MV] Seri Baiduri Apartment, Ampang",RM 260 000,PANDAN INDAH,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Ampang Pandan Indah Dahlia Apartment dekat LRT good ROI,RM 278 000,PANDAN INDAH,Apartments,786 sq.ft.,3 Bedrooms,2 Bathrooms
PALING MURAH Pangsapuri Sri Nilam Ampang 650 sqft,RM 145 000,PANDAN INDAH,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"[100% Loan] Pandan Mewah Heights, Pandan Indah,",RM 320 000,PANDAN INDAH,Apartments,965 sq.ft.,3 Bedrooms,2 Bathrooms
Pandan Indah LEJARDIN Condo 2 minutes walk to CEMPAKA LRT,RM 350 000,PANDAN INDAH,Apartments,1020 sq.ft.,3 Bedrooms,2 Bathrooms
"Mid Floor Nuri Court, Pandan Indah, LRT, Ampang",RM 268 000,PANDAN INDAH,Apartments,826 sq.ft.,3 Bedrooms,2 Bathrooms
"TENANTED+LEVEL 1 Nuri Court Apartment, Pandan Indah Ampang",RM 310 000,PANDAN INDAH,Apartments,800 sq.ft.,3 Bedrooms,2 Bathrooms
"[GOOD FOR INVESTMENT]Flat Pandan Indah, Kuala Lumpur",RM 170 000,PANDAN INDAH,Apartments,588 sq.ft.,3 Bedrooms,1 Bathroom
Rumah Cantik Pandan Indah,RM 170 000,PANDAN INDAH,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
"Fawina Court Condominium, Taman Putra Sulaiman, Ampang, 919sqft",RM 280 000,PANDAN INDAH,Apartments,919 sq.ft.,2 Bedrooms,2 Bathrooms
MCO deal ! HATA SQUARE (1st flr wt Access card & Lift ) Pandan Ampang,RM 275 000,PANDAN INDAH,Apartments,775 sq.ft.,2 Bedrooms,2 Bathrooms
Ampang : Flat Lembah Maju [LOW COST FLAT MURAH !!!],RM 165 000,PANDAN INDAH,Apartments,572 sq.ft.,2 Bedrooms,1 Bathroom
Le Jardine Condominium Pandan Indah For Sale,RM 330 000,PANDAN INDAH,Apartments,1030 sq.ft.,3 Bedrooms,2 Bathrooms
Le Jardine Condominium For Sale,RM 360 000,PANDAN INDAH,Apartments,1020 sq.ft.,3 Bedrooms,2 Bathrooms
"Hot Listing! Flat Pandan Indah, Kuala Lumpur untuk dijual",RM 170 000,PANDAN INDAH,Apartments,588 sq.ft.,3 Bedrooms,1 Bathroom
FULL RENOVATED CANTIK Flat Pandan Indah Ampang KL NEGO TERMURAH LUAS,RM 170 000,PANDAN INDAH,Apartments,580 sq.ft.,3 Bedrooms,1 Bathroom
Rumah Murah Dan Cantik Flat Pandan Indah Kuala Lumpur,RM 170 000,PANDAN INDAH,Apartments,588 sq.ft.,3 Bedrooms,1 Bathroom
Below Market Pandan Villa Pandan Ville ( Full Loan Can Arrange ),RM 380 000,PANDAN INDAH,Apartments,1258 sq.ft.,3 Bedrooms,2 Bathrooms
Jalan kaki ke lrt cempaka pangsapuri indah cempaka pandan indah,RM 305 000,PANDAN INDAH,Apartments,675 sq.ft.,2 Bedrooms,1 Bathroom
"Tingkat 3 Flat Pandan Indah, Kuala Lumpur, Rumah Cantik ada Penyewa",RM 170 000,PANDAN INDAH,Apartments,588 sq.ft.,3 Bedrooms,1 Bathroom
"Flat Pandan Indah, Tingkat 3, Bumi lot, Kos Rendah, Pandan Indah",RM 170 000,PANDAN INDAH,Apartments,588 sq.ft.,3 Bedrooms,1 Bathroom
"Flat Pandan Indah, Kuala Lumpur",RM 170 000,PANDAN INDAH,Apartments,588 sq.ft.,3 Bedrooms,1 Bathroom
"Flat Pandan Indah, Kuala Lumpur",RM 170 000,PANDAN INDAH,Apartments,588 sq.ft.,3 Bedrooms,1 Bathroom
"Astaka Heights Apartment, Taman Shamelin Perkasa Pandan",RM 390 000,PANDAN INDAH,Apartments,1119 sq.ft.,3 Bedrooms,2 Bathrooms
"Flat Pandan Indah, Kuala Lumpur",RM 170 000,PANDAN INDAH,Apartments,588 sq.ft.,3 Bedrooms,1 Bathroom
NEAR LRT CEMPAKA [LEVEL 1] Nuri Court Apartment Pandan Indah Ampang,RM 310 000,PANDAN INDAH,Apartments,800 sq.ft.,3 Bedrooms,2 Bathrooms
Ampang Pandan Indah Axis Crown Near MRR2 easy accessibility spacious,RM 450 000,PANDAN INDAH,Apartments,1110 sq.ft.,3 Bedrooms,2 Bathrooms
Axis Crown Service Condominium,RM 478 000,PANDAN INDAH,Apartments,1110 sq.ft.,3 Bedrooms,2 Bathrooms
[ HOT LOCATION + CANTIK ] Apartment Taman Pandan Ria,RM 200 000,PANDAN INDAH,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
"[Nice, Peaceful Condo] Pandan Indah, Bukit Ampang",RM 340 000,PANDAN INDAH,Apartments,870 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Bunga Raya ( Duplex Unit )Pandan Indah,RM 290 000,PANDAN INDAH,Apartments,1049 sq.ft.,3 Bedrooms,2 Bathrooms
Shop Apartment Pandan Indah Ampang,RM 165 000,PANDAN INDAH,Apartments,786 sq.ft.,3 Bedrooms,1 Bathroom
"Taman Lembah Maju Apartment, Pandan Indah, Level 5 Top Floor",RM 110 000,PANDAN INDAH,Apartments,572 sq.ft.,2 Bedrooms,1 Bathroom
FAWINA COURT Condo Near Ampang KLCC Shamelin Pandan Indah KL,RM 270 000,PANDAN INDAH,Apartments,919 sq.ft.,2 Bedrooms,2 Bathrooms
"WELL-MAINTAINED🔴Sri Inai Duplex Apartment, Pandan Indah KL",RM 280 000,PANDAN INDAH,Apartments,916 sq.ft.,3 Bedrooms,2 Bathrooms
"[MUST VIEW, NEAR LRT] Axis Residence, Pandan Indah, Ampang",RM 340 000,PANDAN INDAH,Apartments,739 sq.ft.,2 Bedrooms,2 Bathrooms
"Low Cost Corner Unit Apartment at Pandan Cahaya, Cheras / Ampang Near",RM 200 000,PANDAN INDAH,Apartments,600 sq.ft.,3 Bedrooms,1 Bathroom
"[BELOW MARKET VALUE ] Grandeur Tower Apartment, Pandan Indah, Ampang",RM 315 000,PANDAN INDAH,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
1226 sqft renovated condominium bukit pandan 2 pandan perdana,RM 365 000,PANDAN INDAH,Apartments,1226 sq.ft.,3 Bedrooms,2 Bathrooms
"2 PARKING Sri Inai Apartment, Pandan Indah Kuala Lumpur",RM 280 000,PANDAN INDAH,Apartments,916 sq.ft.,3 Bedrooms,2 Bathrooms
PALING MURAH Condo Nusa Mewah Bukit Pandan Ampang NEGOTIABLE,RM 330 000,PANDAN INDAH,Apartments,865 sq.ft.,3 Bedrooms,2 Bathrooms
The Resident Ampang South 3Bedrooms【Below Market 19%!!!】,RM 474 300,PANDAN INDAH,Apartments,1270 sq.ft.,3 Bedrooms,2 Bathrooms
Nuri Court Aparment Pandan Indah LRT Murah Di Jual Pandan Jaya,RM 268 000,PANDAN INDAH,Apartments,862 sq.ft.,3 Bedrooms,2 Bathrooms
Walking distance LRT Cempaka Le Jardine Condo Pandan Indah,RM 355 000,PANDAN INDAH,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Flat lembah maju pandan indah jalan pandan aman pandan indah tingkat4,RM 105 000,PANDAN INDAH,Apartments,572 sq.ft.,2 Bedrooms,1 Bathroom
NEGO BELOW MARKET Condo Nusa Mewah Bukit Pandan Ampang,RM 330 000,PANDAN INDAH,Apartments,865 sq.ft.,3 Bedrooms,2 Bathrooms
Nuri Court Apartment pandan indah near LRT station kuala Lumpur,RM 269 000,PANDAN INDAH,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Direct Owner - Pandan Indah Apartment for sale,RM 280 000,PANDAN INDAH,Apartments,675 sq.ft.,1 Bedroom,1 Bathroom
916 sf I STRATA TITLE I Sri Inai Apartment,RM 280 000,PANDAN INDAH,Apartments,916 sq.ft.,3 Bedrooms,2 Bathrooms
Pandan Indah Shop Apartment Taman Muda [Good ROI] Ampang jalan Cempaka,RM 175 000,PANDAN INDAH,Apartments,625 sq.ft.,2 Bedrooms,1 Bathroom
All new refurbish renovated apartment taman lembah maju,RM 195 000,PANDAN INDAH,Apartments,698 sq.ft.,2 Bedrooms,1 Bathroom
"[Near LRT] Apartment TAMAN Cahaya, Ampang KLCC view",RM 249 000,PANDAN INDAH,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"Dahlia Apartment, Jalan Pandan Indah 23, Pandan Indah 55100 KL",RM 300 000,PANDAN INDAH,Apartments,829 sq.ft.,3 Bedrooms,2 Bathrooms
"Pandan Puteri Condo For Sale, Pandan Indah",RM 430 000,PANDAN INDAH,Apartments,1010 sq.ft.,3 Bedrooms,2 Bathrooms
"Pandan Villa Condominium, Pandan Indah, Near LRT, Speedmart",RM 440 000,PANDAN INDAH,Apartments,1623 sq.ft.,3 Bedrooms,2 Bathrooms
FULLY FURNISH+LEVEL 2+CANTIK Apartment Nuri Court Pandan Indah KL,RM 400 000,PANDAN INDAH,Apartments,851 sq.ft.,3 Bedrooms,2 Bathrooms
Aparment Tulip Ground Floor,RM 390 000,PANDAN INDAH,Apartments,904 sq.ft.,3 Bedrooms,2 Bathrooms
"Dahlia Apartment, Pandan Indah, Duplex Unit, Level 1, Ampang",RM 300 000,PANDAN INDAH,Apartments,782 sq.ft.,3 Bedrooms,2 Bathrooms
"[WALKING DISTANCE TO LRT] Dahlia Apartment, Pandan Indah, Ampang",RM 280 000,PANDAN INDAH,Apartments,782 sq.ft.,3 Bedrooms,2 Bathrooms
Pandan Indah Low Floor Flat,RM 168 000,PANDAN INDAH,Apartments,695 sq.ft.,3 Bedrooms,1 Bathroom
EkoCheras New Condo (Walking distance MRT & Leisure Mall),RM 300 000,PANDAN INDAH,Apartments,860 sq.ft.,3 Bedrooms,2 Bathrooms
Tingkat 3 | Shop Apartment Pandan Indah Ampang,RM 165 000,PANDAN INDAH,Apartments,786 sq.ft.,3 Bedrooms,1 Bathroom
"Axis residence pandan Indah, Ampang",RM 380 000,PANDAN INDAH,Apartments,740 sq.ft.,2 Bedrooms,2 Bathrooms
"Le Jardine Condominium, Pandan Indah, Cempaka, Cheras",RM 399 000,PANDAN INDAH,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
[LRT] Fortune Heights Apartment A7 Taman Lambah Maju Ampang Jaya,RM 195 000,PANDAN INDAH,Apartments,669 sq.ft.,2 Bedrooms,1 Bathroom
[Level 2] FLAT PANDAN JAYA AMPANG NEAR LRT PANDAN INDAH,RM 185 000,PANDAN INDAH,Apartments,500 sq.ft.,2 Bedrooms,1 Bathroom
Nearby LRT. KL.Dahlia Court Pandan Indah Ampang,RM 298 000,PANDAN INDAH,Apartments,836 sq.ft.,3 Bedrooms,2 Bathrooms
Duplex unit dahlia apartment dahlia pandan indah near lrt,RM 275 000,PANDAN INDAH,Apartments,782 sq.ft.,3 Bedrooms,2 Bathrooms
Near Public Bank Pandan Indah Hospital Ampang,RM 160 000,PANDAN INDAH,Apartments,750 sq.ft.,3 Bedrooms,1 Bathroom
"Kedidi Apartment, walk to LRT Pandan Indah",RM 293 000,PANDAN INDAH,Apartments,861 sq.ft.,3 Bedrooms,2 Bathrooms
[Near LRT Chempaka] Duplex Unit Bunga Raya Apartment / Hibiscus,RM 285 000,PANDAN INDAH,Apartments,915 sq.ft.,3 Bedrooms,2 Bathrooms
Booking RM1000 Duplex like Landed House in KL HOT AREA,RM 285 000,PANDAN INDAH,Apartments,915 sq.ft.,3 Bedrooms,2 Bathrooms
[HOT] Grandeur Tower Pandan Indah Walk To LRT Near Cempaka Cahaya MRR2,RM 328 000,PANDAN INDAH,Apartments,965 sq.ft.,3 Bedrooms,2 Bathrooms
[Hot Area] KL Cheras-100% LOAN| Facing KL View| Selling Fast Property,RM 300 000,PANDAN INDAH,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Lembah Maju Apartment | Pandan Indah | Ampang | for sale,RM 259 000,PANDAN INDAH,Apartments,853 sq.ft.,3 Bedrooms,2 Bathrooms
Pandan Villa Condominium at Pandan Indah,RM 425 000,PANDAN INDAH,Apartments,1200 sq.ft.,3 Bedrooms,2 Bathrooms
Pandan Cahaya [LEVEL 1] Shop Apartment Near LRT [BEST BUY],RM 188 000,PANDAN INDAH,Apartments,625 sq.ft.,3 Bedrooms,1 Bathroom
"[0% DEPOSIT] Axis Residence, Pandan Indah, Ampang",RM 340 000,PANDAN INDAH,Apartments,739 sq.ft.,2 Bedrooms,2 Bathrooms
"[CHEAP + NEAR TO LRT] Pandan Ria Apartment, Pandan Indah For Sale",RM 190 000,PANDAN INDAH,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Nuri Court Apartment, Pandan Indah, Tingkat 3, Bumi lot",RM 290 000,PANDAN INDAH,Apartments,800 sq.ft.,3 Bedrooms,2 Bathrooms
Beautiful Fully Furnished Renovated Nuri Court Apartment Pandan Indah,RM 400 000,PANDAN INDAH,Apartments,851 sq.ft.,3 Bedrooms,2 Bathrooms
"1ST FLOOR Nuri Court Apartment, Pandan Indah, Ampang",RM 310 000,PANDAN INDAH,Apartments,800 sq.ft.,3 Bedrooms,2 Bathrooms
"DUPLEX Sri Inai Apartment Pandan Indah, Ampang",RM 280 000,PANDAN INDAH,Apartments,916 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Lembah Maju 1st FloorFlat with 20k Reno,RM 185 000,PANDAN INDAH,Apartments,550 sq.ft.,2 Bedrooms,1 Bathroom
Dahlia Aparment near LRT at Pandan Indah,RM 276 000,PANDAN INDAH,Apartments,860 sq.ft.,3 Bedrooms,2 Bathrooms
[DUPLEX RENO!!] Apartment Hibscus Pandan Indah Ampang Kuala Lumpur,RM 290 000,PANDAN INDAH,Apartments,915 sq.ft.,3 Bedrooms,2 Bathrooms
[ Below Market Price ] Le Jardin Deluxe - Great Location,RM 409 000,PANDAN INDAH,Apartments,1020 sq.ft.,3 Bedrooms,2 Bathrooms
Near lrt cempaka dahlia,RM 275 000,PANDAN INDAH,Apartments,782 sq.ft.,3 Bedrooms,2 Bathrooms
"Pandan Indah Blok AB Next To SMK, Dewan MPAJ, Shops",RM 150 000,PANDAN INDAH,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
Flat Pandan Jaya city centre KL near amenities,RM 220 000,PANDAN INDAH,Apartments,484 sq.ft.,2 Bedrooms,1 Bathroom
Renovated cantik condominium sentul utama kuala lumpur,RM 320 000,SENTUL,Apartments,877 sq.ft.,3 Bedrooms,2 Bathrooms
"Sentul Point , Complete Project , 2 Room 1 Bath , Sentul Kl",RM 313 000,SENTUL,Apartments,700 sq.ft.,2 Bedrooms,1 Bathroom
Flat Sri Pangkor Sentul Pasar Kuala Lumpur For Sale,RM 135 000,SENTUL,Apartments,650 sq.ft.,2 Bedrooms,1 Bathroom
Panorama Residence Sentul (Reno/Partly Furnished/AC),RM 410 000,SENTUL,Apartments,1172 sq.ft.,3 Bedrooms,2 Bathrooms
Maxim Citylights- (fully completed condo cash out above Rm50k++),RM 350 000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
Maxim Citylights (fully completed condo cash out rm50k),RM 355 000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
2 PARKING FREEHOLD The Tamarind Condominium Sentul 1400 sqft,RM 660 000,SENTUL,Apartments,1400 sq.ft.,4 Bedrooms,3 Bathrooms
PALING BESAR FACING POOL Kondo Sentul Utama Kuala Lumpur LUAS 1029sqft,RM 355 000,SENTUL,Apartments,1029 sq.ft.,4 Bedrooms,3 Bathrooms
KLCC VIEW Casa Idaman Jalan Ipoh For Sale,RM 385 000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
"Freehold, Platinum Boulevard Residence, Sentul Boulevard 1600/monthly",RM 398 000,SENTUL,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
"Maxim Citylights Luxury Apartment Sentul, Gombak,",RM 360 000,SENTUL,Apartments,850 sq.ft.,2 Bedrooms,2 Bathrooms
TERMURAH CANTIK Sentul Utama Condominium Dato Senu Kuala Lumpur,RM 320 000,SENTUL,Apartments,879 sq.ft.,3 Bedrooms,2 Bathrooms
"[BMV 1095sf w/balcony] Maxim Citylights Jalan Sentul Pasar, KL,Setapak",RM 440 000,SENTUL,Apartments,1095 sq.ft.,3 Bedrooms,2 Bathrooms
"Sentul Utama Condo , Nice Scenery , Good Deal , Hot Area , Sentul KL",RM 300 000,SENTUL,Apartments,877 sq.ft.,3 Bedrooms,2 Bathrooms
FOR SALE - Pangsapuri Mawar sentul,RM 340 000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
"TERMURAH! Pangsapuri Mawar, Sentul Perdana, LRT Sentul Timur",RM 319 000,SENTUL,Apartments,1005 sq.ft.,3 Bedrooms,2 Bathrooms
The Tamarind [Fully furnished| 2 car park] Sentul| Jalan Ipoh,RM 660 000,SENTUL,Apartments,1345 sq.ft.,3 Bedrooms,3 Bathrooms
"The Saffron for SALE[Fully Renovated & Furnish]Sentul, Jalan Ipoh",RM 600 000,SENTUL,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
"Vistana Sentul Residence, Sentul Raya Boulevard 1600/monthly, Freehold",RM 398 000,SENTUL,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
"The Saffron For Sales(Fully Renovated, FREEHOLD)Sentul | Jalan ipoh",RM 620 000,SENTUL,Apartments,1085 sq.ft.,3 Bedrooms,2 Bathrooms
"Panorama resident[Renovated, Freehold]Sentul",RM 400 000,SENTUL,Apartments,1130 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul KL-Full Loan | Condo Concept | 10 unit perfloor | 300 unit only,RM 300 000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
SENTUL VILLAGE RESIDENCE ~ GOOD unit FOR SALE,RM 430 000,SENTUL,Apartments,948 sq.ft.,3 Bedrooms,3 Bathrooms
LOW Density SAFETY Stay for FAMILY ~ SENTUL VILLAGE RESIDENCE,RM 550 000,SENTUL,Apartments,982 sq.ft.,3 Bedrooms,2 Bathrooms
MAXIM CITYLIIGHTS SENTUL ~ Ada BALCONY FOR SALE,RM 418 800,SENTUL,Apartments,1095 sq.ft.,3 Bedrooms,2 Bathrooms
Maxim Citylights Sentul KL 860sf BELOW MARKET FULL LOAN CHEAPEST EZ LO,RM 290 000,SENTUL,Apartments,860 sq.ft.,2 Bedrooms,2 Bathrooms
(RUMAHWIP sentul RM500 ) Open to register,RM 300 000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"Freehold, 2023 Residence, 3R2B 2Carpark 1550/Month, Near HKL KLCC",RM 400 000,SENTUL,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
[Cash Rebate] KL Completed Freehold Condo-Walking Distance Mrt-Lrt-Ktm,RM 399 000,SENTUL,Apartments,689 sq.ft.,1 Bedroom,1 Bathroom
[ FREEHOLD] Minest Residence-4bedroom 3bathroom 2-3 car park,RM 510 000,SENTUL,Apartments,1050 sq.ft.,4 Bedrooms,3 Bathrooms
BOOKING 2K Villa Angkasa Sentul Untuk Dijual,RM 290 000,SENTUL,Apartments,786 sq.ft.,3 Bedrooms,2 Bathrooms
"Flat bandar baru sentul . level 2 , near lrt and utc",RM 198 000,SENTUL,Apartments,560 sq.ft.,2 Bedrooms,1 Bathroom
Pangsapuri mawar . low floor . basic unit,RM 310 000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
"Flat bandar baru sentul , walking distance to lrt and utc , fully reno",RM 218 000,SENTUL,Apartments,560 sq.ft.,2 Bedrooms,1 Bathroom
The Saffron | KLCC View | Sentul East | Tamarind The Fennel The Capers,RM 590 000,SENTUL,Apartments,1087 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul Rumawip KL 850sqft 3R2B Free Register 100% Loan Free MOT KLCC,RM 300 000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
1 Sentul Condominium KL,RM 550 000,SENTUL,Apartments,1335 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Sentul Condo Taman Dato Senu, 1K BOOKING FULL LOAN",RM 485 000,SENTUL,Apartments,1363 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Sentul near sentul point, sentul village, Full loan 1k Booking",RM 430 000,SENTUL,Apartments,1230 sq.ft.,3 Bedrooms,2 Bathrooms
Panorama Residences sentul 1k booking fees full loan,RM 400 000,SENTUL,Apartments,1092 sq.ft.,3 Bedrooms,2 Bathrooms
"Panorama residences Sentul, 1k Booking fees FULL Loan, Fully Renovated",RM 450 000,SENTUL,Apartments,1092 sq.ft.,3 Bedrooms,2 Bathrooms
Menara orkid sentul non bumi below market rm1k booking full loan,RM 288 000,SENTUL,Apartments,838 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Mawar Sentul near lrt rm1k booking full loan below market,RM 330 000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Mawar Apartment Sentul near Melur Rafflesia Sentulmas,RM 350 000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul village corner unit rm1k booking full loan near maxim citylight,RM 450 000,SENTUL,Apartments,1054 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul Village Desa Sentul 1k booking full loan,RM 420 000,SENTUL,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
"KL New Condo , 5 star Facilities , 0% Downpayment , Completed Freehold",RM 403 000,SENTUL,Apartments,689 sq.ft.,1 Bedroom,1 Bathroom
"A Condominium Unit, Anjung Villa, Bandar Baru sentul, Kuala Lumpur",RM 379 080,SENTUL,Apartments,1194 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Sentul Mawar RENOVATED UNIT,RM 410 000,SENTUL,Apartments,1076 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul utama condo rm1k booking only with full loan.below market,RM 345 000,SENTUL,Apartments,853 sq.ft.,3 Bedrooms,2 Bathrooms
"Sentul Utama Condo, 1k booking fees, Renovated Full loan",RM 350 000,SENTUL,Apartments,877 sq.ft.,2 Bedrooms,2 Bathrooms
Sentul Freehold Condo Direct to DUKE Semi Furnish Near to MRT LRT KTM,RM 410 000,SENTUL,Apartments,958 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul point rm1k booking full loan below market rice,RM 350 000,SENTUL,Apartments,743 sq.ft.,2 Bedrooms,2 Bathrooms
Pangsapuri Sentul Utara 752sf 3r2b Sentul 100%Full Loan+Cashback,RM 230 000,SENTUL,Apartments,752 sq.ft.,3 Bedrooms,2 Bathrooms
Below MV Maxim Citylights Residences 2 Bedroom,RM 308 000,SENTUL,Apartments,856 sq.ft.,2 Bedrooms,2 Bathrooms
Sentul Utama Condo 877sf 3r2b KL 100%LOAN Below Market RENOVATED,RM 290 000,SENTUL,Apartments,877 sq.ft.,3 Bedrooms,2 Bathrooms
Impiana Sentul Bahagia 20x74 3 sty terrace houseSentul,RM 1 252 000,SENTUL,Apartments,3082 sq.ft.,5 Bedrooms,5 Bathrooms
"RENOVATED, PARTLY FURNISH Mawar Apartment Sentul, Kuala Lumpur",RM 360 000,SENTUL,Apartments,870 sq.ft.,3 Bedrooms,2 Bathrooms
"An Apartment Unit, Pangsapuri Melur, Bandar Baru Sentul, Kuala Lumpur",RM 288 684,SENTUL,Apartments,1066 sq.ft.,3 Bedrooms,2 Bathrooms
1K Deposit Full Loan Sentul Utama Kondo Tmn Dato Senu,RM 369 000,SENTUL,Apartments,877 sq.ft.,3 Bedrooms,2 Bathrooms
