Title,Price,Area,Category,Size,Bedrooms,Bathrooms
The Sky Residence Shamelin Condo KL Cheras,RM 385 000,CHERAS,Apartments,604 sq.ft.,2 Bedrooms,2 Bathrooms
[ RENOVATED ] The Lumayan Apartment Bandar Sri Permaisuri Tun Razak,RM 360 000,CHERAS,Apartments,830 sq.ft.,3 Bedrooms,2 Bathrooms
EXTENDED KITCHEN CABINET CANTIK Suasana Lumayan Condominium,RM 500 000,CHERAS,Apartments,1142 sq.ft.,4 Bedrooms,2 Bathrooms
[KLCC + KL Tower view] Cemara Apartment LRT KTM Salak Selatan,RM 330 000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Pertiwi Indah, Taman Maluri Cheras",RM 580 000,CHERAS,Apartments,1280 sq.ft.,3 Bedrooms,2 Bathrooms
[ ASET KAYAMAS ] The Holmes 2 Condo Bandar Tun Razak Permaisuri HUKM,RM 450 000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras Condo Dual Balcony Freehold Ready Move In [0%DownPayment],RM 391 000,CHERAS,Apartments,1199 sq.ft.,3 Bedrooms,2 Bathrooms
100% Full Loan Cheras Condo NO Deposit Needed 3R2B Fully Residential,RM 371 000,CHERAS,Apartments,1198 sq.ft.,3 Bedrooms,2 Bathrooms
Rumah Pangsa Segar Perdana w/ Lift KondisiBagus Cheras Eko Cheras MRT,RM 140 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"The Mews Condo KLCC, City Centre 1271sf",RM 2 100 000,CHERAS,Apartments,1271 sq.ft.,2 Bedrooms,2 Bathrooms
[ HUGE BALCONY ] Suasana Lumayan Condo Holmes Bandar Tun Razak Cheras,RM 460 000,CHERAS,Apartments,1142 sq.ft.,4 Bedrooms,2 Bathrooms
"Connaught Avenue , Jalan 4/142, Taman Connaught , Cheras",RM 388 000,CHERAS,Apartments,953 sq.ft.,3 Bedrooms,2 Bathrooms
RENOVATED*Lestari Apartment Bandar Sri Permaisuri,RM 360 000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
"Level 2, Near LRT | Cemara Apartment Bandar Sri Permaisuri, Cheras KL",RM 320 000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"LAST UNIT 920sf , fully furnished , Amaya Maluri , Taman Maluri Cheras",RM 500 000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Ketumbar Heights,RM 370 000,CHERAS,Apartments,753 sq.ft.,2 Bedrooms,2 Bathrooms
Puncak Baiduri Apartment 850sf Cheras BELOW MARKET GOOD CONDITION F/L,RM 285 000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
KL Cheras RM300K - 100% Loan | Low Density | Monthly RM 1090,RM 300 000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"960sf , Midah Ria Condominium , Taman Midah , Cheras",RM 380 000,CHERAS,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
KL Cheras - Full Loan | FREE MOT | Monthly RM1090 | 3R 2B,RM 300 000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"【Limit Non Bumi +100% Loan】 Astana Lumayan , Bandar Sri Permaisuri",RM 478 000,CHERAS,Apartments,1207 sq.ft.,4 Bedrooms,2 Bathrooms
Rare Eko Cheras Corner 2room 2 bath unit for sell renovated,RM 930 000,CHERAS,Apartments,1065 sq.ft.,2 Bedrooms,2 Bathrooms
The Holmes 2 Bandar Tun Razak HUKM Cheras KL,RM 465 000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,3 Bathrooms
The Holmes 2 Bandar Tun Razak HUKM Cheras,RM 430 000,CHERAS,Apartments,980 sq.ft.,3 Bedrooms,2 Bathrooms
"( Below Market ) Cheras, Puncak Banyan Condo , Alam Damai Perdana",RM 299 000,CHERAS,Apartments,806 sq.ft.,3 Bedrooms,2 Bathrooms
KL LOW COST 2XXK ‼️ BEST INVEST ROI 5% CORNER & LIFT,RM 200 000,CHERAS,Apartments,616 sq.ft.,3 Bedrooms,1 Bathroom
Green Residence 4room 1611sqf freehold see cheras height emeraldhills,RM 600 000,CHERAS,Apartments,1611 sq.ft.,4 Bedrooms,5 Bathrooms
Vista Tasik Condominium Bandar Sri Permaisuri FREEHOLD CORNER RENOVATE,RM 550 000,CHERAS,Apartments,1225 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Tasik Condominum Bandar Sri Permaisuri CHERAS KL FREEHOLD,RM 530 000,CHERAS,Apartments,1003 sq.ft.,3 Bedrooms,2 Bathrooms
[Complete 2021+ Monthly RM1700] Luxury Cheras Condo Near To MRT,RM 405 000,CHERAS,Apartments,1179 sq.ft.,3 Bedrooms,2 Bathrooms
[DUAL BALCANY] Cheras FREEHOLD Condo[3BED2BATH 0%DOWNPAYMENT+CASHBACK],RM 387 556,CHERAS,Apartments,1255 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Tasik Condominium Bandar Sri Permaisuri Cheras KL Freehold,RM 498 000,CHERAS,Apartments,1012 sq.ft.,3 Bedrooms,2 Bathrooms
D'alamanda D alamanda Jalan Pudu Ulu CHERAS KL,RM 299 000,CHERAS,Apartments,695 sq.ft.,2 Bedrooms,1 Bathroom
Mentari Kondominium Bandar Sri Permaisuri Cheras KL,RM 370 000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
"Cheras[Last Corner] New FREEHOLD Townhouse Ready Unit, Near Highway",RM 387 570,CHERAS,Apartments,1263 sq.ft.,3 Bedrooms,2 Bathrooms
"[15mins to K.L CENTRAL] Hilltop Cheras Condo [3Rooms2BBath 1,257sf]",RM 387 559,CHERAS,Apartments,1257 sq.ft.,3 Bedrooms,2 Bathrooms
The holmes 2 bandar tun razak,RM 540 000,CHERAS,Apartments,1106 sq.ft.,3 Bedrooms,3 Bathrooms
HOC 2021 VP 2022 Q1[3Room2Bath & 1243sf]Fully Residential Cheras Condo,RM 389 888,CHERAS,Apartments,1243 sq.ft.,3 Bedrooms,2 Bathrooms
"[Ready Move In 2022] 3R2B | 1,219sf [0% DownPayment + Rebate 19%]",RM 388 750,CHERAS,Apartments,1219 sq.ft.,3 Bedrooms,2 Bathrooms
"Lestari Apartment, Bandar Sri Permaisuri, Cheras",RM 320 000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
The holmes 2 bandar tun razak,RM 450 000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
"Lestari Apartment,Bandar Sri Permaisuri, Cheras",RM 360 000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
(SKY LANDED DUPLEX 3R2B) Vista Midah Condo Walk To MRT Ekocheras IKEA,RM 435 000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
"Plaza 393, cheras maluri , next to velocity",RM 420 000,CHERAS,Apartments,972 sq.ft.,3 Bedrooms,2 Bathrooms
"WARISAN CITYVIEW CHERAS MALURI, Near Velocity, TRX, MRT & LRT",RM 470 000,CHERAS,Apartments,1051 sq.ft.,3 Bedrooms,2 Bathrooms
"An Apartment Taman Lembah Maju, Ampang, Kuala Lumpur",RM 189 540,CHERAS,Apartments,853 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Angsana, Bandar Mahkota ,Cheras",RM 250 000,CHERAS,Apartments,753 sq.ft.,3 Bedrooms,2 Bathrooms
The holmes 2 bandar tun razak,RM 460 000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
LRT HUKM Sri Penara Bandar Sri Permaisuri 3R2B 650SQFT,RM 245 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Putra Suria Residensi, Jalan Jelawat 2,Cheras",RM 330 000,CHERAS,Apartments,748 sq.ft.,3 Bedrooms,2 Bathrooms
"[1097 SQFT, STRATA] D'Alamanda Condominium Pudu Impian Cheras KL",RM 450 000,CHERAS,Apartments,1097 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Desa Tun Razak Untuk Dijual,RM 195 000,CHERAS,Apartments,660 sq.ft.,2 Bedrooms,1 Bathroom
New Condo Taman Segar 1000sqft 3R2B 3CP Leisure Mall Eko Cheras MRT,RM 460 000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
"PANGSAPURI SRI PENARA, BANDAR SRI PERMAISURI CHERAS, Kuala Lumpur",RM 230 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Tasik Condominium, Bandar Sri Permaisuri ,Cheras",RM 375 000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Amaya Maluri Cheras Maluri 719sf BELOW MARKET FULL LOAN near LRT MRT,RM 430 000,CHERAS,Apartments,719 sq.ft.,2 Bedrooms,2 Bathrooms
The Holmes 2 Condominium Bandar Tun Razak Cheras Kuala Lumpur,RM 550 000,CHERAS,Apartments,1106 sq.ft.,3 Bedrooms,2 Bathrooms
Level 2 Block C - SRI PENARA Bandar Sri Permaisuri Cheras Kuala Lumpur,RM 250 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
Pandan Lake View Apartment Cheras KL 856sf 100% Loan Good Condition,RM 260 000,CHERAS,Apartments,856 sq.ft.,3 Bedrooms,2 Bathrooms
Pertiwi Indah Condo 3R2B P/F Maluri Cheras,RM 460 000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Tasik 2 Condominium Bdr Sri Permaisuri ,Cheras",RM 395 000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
"Partly Furnished Flat Sri Penara, Bumilot, Bandar Sri Permaisuri KL",RM 235 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
(*Full Loan/Below Market*) Cheras Taman Connaught Mandarina Court UCSI,RM 240 000,CHERAS,Apartments,1 sq.ft.,3 Bedrooms,2 Bathrooms
"Sky Residence Shamelin KL Condo, Sunway Velocity",RM 485 000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
Freehold Townhouse 22x70 | UP TO RM53K CASHBACK | 0%Downpayment CHERAS,RM 459 600,CHERAS,Apartments,1307 sq.ft.,3 Bedrooms,2 Bathrooms
BIG Freehold Duplex Apartment DPUNCAK SUASANA BTHO CHERAS,RM 310 000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
24x75 1609sqft\Cash Back RM53k\Ready Unit\FREEHOLD Townhouse NEAR KL,RM 478 000,CHERAS,Apartments,1609 sq.ft.,3 Bedrooms,3 Bathrooms
Loan Reject Unit/ CHERAS FREEHOLD CONDO/Dual Balcony /Monthly RM1700,RM 378 200,CHERAS,Apartments,1200 sq.ft.,3 Bedrooms,2 Bathrooms
"Pertiwi Indah Condo, Taman Maluri, Bam Villa, 1100sf BELOW MARKET PRIC",RM 419 000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Indah Mas Taman Ikan Emas [820sqft Corner Lot] Cheras KL,RM 275 000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,1 Bathroom
The Holmes 2 Bandar Tun Razak,RM 469 000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
(Renovated) Sri Penara Apartment Bdr Sri Permaisuri,RM 245 000,CHERAS,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
Seri Cendekia Condominium [Highfloor View KLCC] Taman Connaught Cheras,RM 270 000,CHERAS,Apartments,980 sq.ft.,3 Bedrooms,2 Bathrooms
Low Downpayment Near MRT Cheras Condo with Balcony 3Rooms+2Baths,RM 365 000,CHERAS,Apartments,910 sq.ft.,3 Bedrooms,2 Bathrooms
Altitude 236 Condo Taman Connaught Cheras Alam Damai,RM 780 000,CHERAS,Apartments,1800 sq.ft.,3 Bedrooms,4 Bathrooms
VISTA HARTAMAS - Apartment For Sale (1st FLOOR),RM 268 000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Vistaria Residensi Cheras KL Condo For Sales (walking distance MRT),RM 580 000,CHERAS,Apartments,1350 sq.ft.,4 Bedrooms,2 Bathrooms
Murah dan Cantik ! Flat Sri Penara Bandar Permasuri,RM 250 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Seri Permai Sri Bahagia FREEHOLD Len Seng Alam Damai,RM 235 000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
"Cengal Condominium, Bandar Sri Permaisuri Cheras, Kuala Lumpur",RM 400 000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, Corner Unit",RM 460 000,CHERAS,Apartments,979 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, Cheras, New Condo, 2 Car Park",RM 418 000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
Parc 3 Sunway Velocity next to PGRM Maluri Cheras 2021 Complete,RM 799 000,CHERAS,Apartments,1278 sq.ft.,4 Bedrooms,2 Bathrooms
[Fully Refurbished] Connaught Avenue Condo Cheras Below Market Value,RM 320 000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
Rumah Condominium Murah Dan Cantik Bayu Tasik Condominium,RM 375 000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
RENOVATED | Sri Penara Apartment Bandar Sri Permaisuri Kuala Lumpur,RM 289 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
D'Idaman Desa Tasik New Service Apartment Bandar Tasik Selatan Cheras,RM 370 800,CHERAS,Apartments,800 sq.ft.,2 Bedrooms,2 Bathrooms
[Lake View] FULL LOAN Pandan Lake View Apartment Ampang Cheras KL,RM 270 000,CHERAS,Apartments,856 sq.ft.,3 Bedrooms,2 Bathrooms
BAYU TASIK CONDOMINIUM Cheras Bandar Sri Permaisuri,RM 380 000,CHERAS,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
Sky Vista Condo 1450sf 3+1R Freehold KL View Cheras KL,RM 620 000,CHERAS,Apartments,1450 sq.ft.,4 Bedrooms,3 Bathrooms
[Dual Balcony] Cheras Condo Freehold Hilltop 0%D/P [1250sqft+2carpark],RM 385 000,CHERAS,Apartments,1250 sq.ft.,3 Bedrooms,2 Bathrooms
"Shamelin Star Residence Corner unit, Below market walking distance LRT",RM 558 000,CHERAS,Apartments,914 sq.ft.,3 Bedrooms,2 Bathrooms
"Unfurnished, Cemara Apartment, Bandar Sri Permaisuri, Cheras",RM 330 000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Shamelin Star Residence Corner unit, Below market walking distance LRT",RM 559 000,CHERAS,Apartments,914 sq.ft.,3 Bedrooms,2 Bathrooms
Sky Vista Condo 1450sf - 1700sf 2carparks Freehold Cheras KL,RM 650 000,CHERAS,Apartments,1450 sq.ft.,4 Bedrooms,3 Bathrooms
"[Corner, Partly Furnished] 3 Rooms NEW Duplex, Cheras, Kuala Lumpur",RM 415 000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
"An Apartment Segar, Taman Segar, Cheras, Kuala Lumpur",RM 123 930,CHERAS,Apartments,545 sq.ft.,3 Bedrooms,2 Bathrooms
Laman Tasik Condo 3R3B Bandar Sri Permaisuri Cheras,RM 489 000,CHERAS,Apartments,1280 sq.ft.,3 Bedrooms,3 Bathrooms
Shamelin Star Condo 3R2B Taman Shamelin Perkasa PGRM,RM 580 000,CHERAS,Apartments,914 sq.ft.,3 Bedrooms,2 Bathrooms
Sky Vista Condo 1450sf Freehold 2Carparks Cheras KL,RM 600 000,CHERAS,Apartments,1450 sq.ft.,4 Bedrooms,2 Bathrooms
Pertiwi Indah Condo 1100sf 3R2B Cheras Taman Maluri Aeon Jusco,RM 428 000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Unit Cantik Flat Sri Penara Blok A Untuk Dijual,RM 250 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Venice Hill Tower Condo Cheras Batu 9 Hulu Langat | Full Renovated,RM 290 000,CHERAS,Apartments,1538 sq.ft.,4 Bedrooms,2 Bathrooms
"Warisan Cityview condo, Cheras",RM 440 000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
Bayu Tasik Condo 900sf Low floor 1cp Cheras Bandar Sri Permaisuri,RM 360 000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
Glenview Villa 1060sf 3R2B Low floor Taman Bukit Permai Cheras,RM 350 000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Freehold Prima Midah Height Condo 1450sf 4R2B Cheras Taman Midah,RM 568 000,CHERAS,Apartments,1450 sq.ft.,4 Bedrooms,2 Bathrooms
"Price Reduced!! Block Desa Angsana, Tmn. Desa Bukit Cahaya, Cheras",RM 145 000,CHERAS,Apartments,650 sq.ft.,2 Bedrooms,2 Bathrooms
Pangsapuri Sri Shamelin Shamelin Perkasa KL Maluri Ampang,RM 200 000,CHERAS,Apartments,616 sq.ft.,3 Bedrooms,1 Bathroom
Ketumbar Heights Condo Taman Cheras Leisure Mall Eco Cheras MRT,RM 300 000,CHERAS,Apartments,755 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu tasik condo cheras ground floor , many amenities",RM 490 000,CHERAS,Apartments,956 sq.ft.,3 Bedrooms,2 Bathrooms
"Harga Berbaloi❗Condominium Windows On The Park, Cheras",RM 790 000,CHERAS,Apartments,1605 sq.ft.,3 Bedrooms,3 Bathrooms
Flat Taman Desa Cheras 56100 Kuala Lumpur,RM 100 000,CHERAS,Apartments,665 sq.ft.,3 Bedrooms,2 Bathrooms
Miharja Apartment near LRT Miharja Cheras near Maluri * below market,RM 200 000,CHERAS,Apartments,581 sq.ft.,2 Bedrooms,1 Bathroom
H5 Apartment Fully Furnish Pandan Jaya Tesco Ampang,RM 280 000,CHERAS,Apartments,887 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras Ria Apartment Taman Cheras Yulek Leisure Mall Eco Cheras MRT,RM 175 000,CHERAS,Apartments,570 sq.ft.,3 Bedrooms,1 Bathroom
Miharja Condo Taman Maluri MRT Sunway Velocity,RM 340 000,CHERAS,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
"Pandan lakeview apartment , Level 3 walkup , pandan perdana",RM 259 000,CHERAS,Apartments,890 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Cemara Hot Demand and Convenient Area,RM 315 000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
FULLY FURNISHED NICE Kompleks Permaisuri Q Queensville Kuala lumpur,RM 399 000,CHERAS,Apartments,526 sq.ft.,1 Bedroom,1 Bathroom
Maxim Residences 2R2B1C P/F CHERAS SENTRAL MRT STATION (BELOW MARKET),RM 398 000,CHERAS,Apartments,900 sq.ft.,2 Bedrooms,2 Bathrooms
"[Siap Reno] Apartment Sri Penara, Sri Permaisuri, Cheras, Guna Kwsp",RM 250 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Glenview Villa Condo Cheras 1138sf FULL LOAN BELOW MARKET,RM 290 000,CHERAS,Apartments,1138 sq.ft.,3 Bedrooms,2 Bathrooms
"Midah Ria Flat, Taman Midah, Cheras",RM 175 000,CHERAS,Apartments,560 sq.ft.,2 Bedrooms,1 Bathroom
Bam Villa Condo TRX Velocity MaluriCash back 100k Taman Maluri Cheras,RM 338 000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Bam Villa Condo Cash Back 100K Taman Maluri Cheras KL Ready Move,RM 340 000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
BOOKING RM3000 Bayu Tasik 1 Condo Bdr Sri Permaisuri Cheras KL,RM 375 000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
EXTRA BALCONY LEVEL 1 Suasana Lumayan Condo TERMURAH,RM 460 000,CHERAS,Apartments,1142 sq.ft.,4 Bedrooms,2 Bathrooms
Pangsapuri Penara Reno Unit untuk dijual,RM 245 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
SPACIOUS UNIT Warisan City View Condo Jalan Cheras NEAR VELOCITY MALL,RM 469 000,CHERAS,Apartments,1051 sq.ft.,3 Bedrooms,2 Bathrooms
Condo Bayu Pandan Jaya FREEHOLD WALKING LRT STATION,RM 478 000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
GOOD CONDITION Bayu Tasik Condo 1 Bandar Sri Permaisuri Cheras,RM 379 000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
[Freehold][NEGOTIABLE]Condominium Sri Hijau at Bandar Mahkota Cheras,RM 319 000,CHERAS,Apartments,870 sq.ft.,3 Bedrooms,2 Bathrooms
"FULLY RENO Astana Lumayan Condominium, Bandar Sri Permaisuri Cheras",RM 520 000,CHERAS,Apartments,1203 sq.ft.,4 Bedrooms,2 Bathrooms
| Unit Cantik | Laman Tasik Condominium Bandar Sri Permaisuri Cheras,RM 530 000,CHERAS,Apartments,1280 sq.ft.,3 Bedrooms,2 Bathrooms
"Vista harmoni condo corner , cheras",RM 308 000,CHERAS,Apartments,872 sq.ft.,3 Bedrooms,2 Bathrooms
"Cemara Apartment, Bandar Sri Permaisuri, Cheras KL (Level 2)",RM 320 000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri angsana bandar mahkota cheras,RM 250 000,CHERAS,Apartments,753 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes2,Bandar Tun Razak,Bandar Sri Permaisuri,Cheras,Kuala Lumpur",RM 470 000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
GOOD DEAL Sri Penara Apartment Bandar Sri Permaisuri Cheras,RM 235 000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
TOP FLOOR Vista Amani Condominium Bandar Sri Permaisuri Cheras,RM 430 000,CHERAS,Apartments,1101 sq.ft.,3 Bedrooms,2 Bathrooms
Prima Midah Heights Condominium,RM 595 000,CHERAS,Apartments,1450 sq.ft.,4 Bedrooms,2 Bathrooms
[NEW] Condominium The Holmes 2 Bandar Tun Razak Cheras Kuala Lumpur,RM 455 000,CHERAS,Apartments,979 sq.ft.,3 Bedrooms,2 Bathrooms
NEAR LRT CHERAS Putra Suria Residensi Cheras Kuala Lumpur,RM 320 000,CHERAS,Apartments,748 sq.ft.,3 Bedrooms,2 Bathrooms
The I Residence Condo 1249sqft Bandar Mahkota Cheras 100% FULL LOAN,RM 390 000,CHERAS,Apartments,1249 sq.ft.,3 Bedrooms,2 Bathrooms
"Mentari Condo, Bandar Sri Permaisuri Taman Midah Cheras BELOW MARKET",RM 370 000,CHERAS,Apartments,1025 sq.ft.,3 Bedrooms,2 Bathrooms
"Vista Amani,Bandar Sri Permaisuri,Extended Kitchen,Well Maintained",RM 450 000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"Astaka Heights Condo, Pandan Perdana, Ampang, BELOW MKT PRICE",RM 370 000,CHERAS,Apartments,1120 sq.ft.,3 Bedrooms,2 Bathrooms
"Maxim Residence, Len Seng, Cheras, Kuala Lumpur",RM 399 000,CHERAS,Apartments,900 sq.ft.,2 Bedrooms,2 Bathrooms
PRISMA CHERAS CONDOMINIUM TAMAN MIDAH MRT 1073 sqft Near MRT FREEHOLD,RM 405 000,CHERAS,Apartments,1073 sq.ft.,2 Bedrooms,2 Bathrooms
"Cheras Ria, Taman Yulek Eko Cheras Leisure Mall",RM 175 000,CHERAS,Apartments,570 sq.ft.,3 Bedrooms,1 Bathroom
"Casa Ria Apartment, Taman Maluri, Cheras, GROUND FLOOR",RM 390 000,CHERAS,Apartments,1064 sq.ft.,3 Bedrooms,2 Bathrooms
"Miharja Condominium, Sunway Velocity, Cheras, Kuala Lummpur",RM 243 000,CHERAS,Apartments,959 sq.ft.,3 Bedrooms,2 Bathrooms
"Astana Lumayan Condominium, Bandar Sri Permaisuri Cheras",RM 520 000,CHERAS,Apartments,1203 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras Miharja NEW CONDO Open For Registration,RM 300 000,CHERAS,Apartments,860 sq.ft.,3 Bedrooms,2 Bathrooms
Mentari Kondominium 3R2B Bandar Sri Permaisuri Cheras KL,RM 370 000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
FACING POOL FREEHOLD Condo Laman Tasik Permaisuri Cheras,RM 530 000,CHERAS,Apartments,1280 sq.ft.,3 Bedrooms,3 Bathrooms
"The hamstead, desa tun razak cheras BTS [ BELOW MARKET ]",RM 418 000,CHERAS,Apartments,1003 sq.ft.,3 Bedrooms,2 Bathrooms
"The holmes 2, bandar tun tazak cheras [ BELOW MARKET+BRAND NEW ]",RM 450 000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,3 Bathrooms
Mahkota Cheras Condo/READY TO MOVE IN/Loan Reject Unit/Cash Back RM56K,RM 386 500,CHERAS,Apartments,1200 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Cengal , Cheras, KL , Cheras Hartamas,Renovated Unit (Lift)",RM 349 000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"Seri Cendekia Condo Tmn Connaught, Cheras, KL (Renovated Unit)",RM 329 000,CHERAS,Apartments,1125 sq.ft.,3 Bedrooms,2 Bathrooms
100% Full Loan | 0%DownPayment 3R2B Cheras Freehold Condo 1219sqft,RM 421 000,CHERAS,Apartments,1219 sq.ft.,3 Bedrooms,2 Bathrooms
READY TO MOVE IN|Cashback RM50k 3bed2bath RM1700|FREEHOLD Cheras Condo,RM 389 700,CHERAS,Apartments,1210 sq.ft.,3 Bedrooms,2 Bathrooms
"DUAL BALCONY Cheras Condo with 3R2B 1,262sf [Rebate 19%+100% loan]",RM 387 566,CHERAS,Apartments,1262 sq.ft.,3 Bedrooms,2 Bathrooms
"Aliran Damai Cheras, KL, Connaught, Nice condition unit",RM 358 000,CHERAS,Apartments,974 sq.ft.,3 Bedrooms,2 Bathrooms
"Hilltop Townhouse *CHERAS Freehold* 3Bed2Bath | 1,610sqft [Rebate 19%]",RM 470 230,CHERAS,Apartments,1610 sq.ft.,3 Bedrooms,2 Bathrooms
"Putra Suria Residence, Cheras, Sri Permaisuri, KL,Taman ikan emas,LRT",RM 324 000,CHERAS,Apartments,743 sq.ft.,3 Bedrooms,2 Bathrooms
"ALIRAN DAMAI CHERAS , Alam Damai Lensen Taman Connaught Cheras KL",RM 348 000,CHERAS,Apartments,1006 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras Taman Muda Shop Apartment. Corner Unit,RM 188 000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
"Indah Mas Apartment, Taman Ikan Emas, Cheras, NON BUMI, Corner unit",RM 280 000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,1 Bathroom
[Rumah Mampu Milik] RM530/Bulanan l Taman Segar Cheras l Leisure Mall,RM 150 000,CHERAS,Apartments,660 sq.ft.,3 Bedrooms,2 Bathrooms
Freehold New Residence Cheras (90m From MRT),RM 448 000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
[2CarPark+ 0%DownPayment] Cheras Freehold Condo Dual Balcony Layout!!!,RM 387 100,CHERAS,Apartments,1199 sq.ft.,3 Bedrooms,2 Bathrooms
