State,Seat ID,Seat Name,Candidate Name,Candidate Party,Votes for Candidate,Total Votes Cast,% of total Votes,Candidate Win,Gender,Status,Pekerjaan
Pulau Pinang,N.29,DATOK KERAMAT,MUHAMMAD MAJNUN BIN ABDUL WAHAB,BEBAS - KAPAL TERBANG,146,"18,221",0.80%,0,L,HD,0
Pulau Pinang,N.30,SUNGAI PINANG,YACOOB BIN OMAR,PAS,"1,575","22,332",7.05%,0,L,HD,0
Pulau Pinang,N.30,SUNGAI PINANG,LIM SIEW KHIM,PKR,"15,362","22,332",68.79%,1,P,MNG,0
Pulau Pinang,N.30,SUNGAI PINANG,NG FOOK ON,BN,"4,974","22,332",22.27%,0,L,KLH,0
Pulau Pinang,N.30,SUNGAI PINANG,TAN SIM BEE,MU,79,"22,332",0.35%,0,P,HD,0
Pulau Pinang,N.30,SUNGAI PINANG,YACOOB,BEBAS - KUNCI,119,"22,332",0.53%,0,L,HD,0
Pulau Pinang,N.30,SUNGAI PINANG,TEH YEE CHEU,PSM,223,"22,332",1.00%,0,L,HD,0
Pulau Pinang,N.31,BATU LANCANG,ONG AH TEONG,PKR,"20,615","23,161",89.01%,1,L,MNG,0
Pulau Pinang,N.31,BATU LANCANG,KOO PEI CHEE,BN,"2,407","23,161",10.39%,0,P,HD,0
Pulau Pinang,N.31,BATU LANCANG,KEE LEAN EE,MU,139,"23,161",0.60%,0,P,HD,0
Pulau Pinang,N.32,SERI DELIMA,KHOO KAY TEONG,BN,"3,342","20,054",16.67%,0,L,KLH,0
Pulau Pinang,N.32,SERI DELIMA,TAN YANG YUNG,MU,159,"20,054",0.79%,0,L,HD,0
Pulau Pinang,N.32,SERI DELIMA,SYERLEENA ABDUL RASHID,PKR,"16,553","20,054",82.54%,1,P,MNG,0
Pulau Pinang,N.33,AIR ITAM,TAN KAH LEONG,BN,"3,047","15,783",19.31%,0,L,KLH,0
Pulau Pinang,N.33,AIR ITAM,KANG TEIK WOI,MU,148,"15,783",0.94%,0,L,HD,0
Pulau Pinang,N.33,AIR ITAM,JOSEPH NG SOON SIANG,PKR,"12,588","15,783",79.76%,1,L,MNG,0
Pulau Pinang,N.34,PAYA TERUBONG,WONG CHIN CHONG,BN,"4,126","39,862",10.35%,0,L,HD,0
Pulau Pinang,N.34,PAYA TERUBONG,KUAN AUN WAN,MU,421,"39,862",1.06%,0,L,HD,0
Pulau Pinang,N.34,PAYA TERUBONG,YEOH SOON HIN,PKR,"35,315","39,862",88.59%,1,L,MNG,0
Pulau Pinang,N.35,BATU UBAN,HNG CHEE WEY,BN,"3,806","26,209",14.52%,0,L,KLH,0
Pulau Pinang,N.35,BATU UBAN,VIKNESWARAN A/L MUNIANDY,PAS,"1,176","26,209",4.49%,0,L,HD,0
Pulau Pinang,N.35,BATU UBAN,A. KUMARESAN,PKR,"21,079","26,209",80.43%,1,L,MNG,0
Pulau Pinang,N.35,BATU UBAN,TEOH KEAN LIANG,PFP,32,"26,209",0.12%,0,L,HD,0
Pulau Pinang,N.35,BATU UBAN,TEOH KOK SIANG,MU,116,"26,209",0.44%,0,L,HD,0
Pulau Pinang,N.36,PANTAI JEREJAK,DAVID YIM BOON LEONG,MU,97,"19,079",0.51%,0,L,HD,0
Pulau Pinang,N.36,PANTAI JEREJAK,MOHD FARHAN BIN YUSRI,PAS,"1,670","19,079",8.75%,0,L,HD,0
Pulau Pinang,N.36,PANTAI JEREJAK,OH TONG KEONG,BN,"3,298","19,079",17.29%,0,L,KLH,0
Pulau Pinang,N.36,PANTAI JEREJAK,DATO SAIFUDDIN NASUTION,PKR,"14,014","19,079",73.45%,1,L,MNG,0
Pulau Pinang,N.37,BATU MAUNG,DATO' HJ ABDUL HALIM HUSSAIN,PKR,"17,380","29,596",58.72%,1,L,MNG,0
Pulau Pinang,N.37,BATU MAUNG,SAIFUL LIZAN BIN MD YUSOFF,PAS,"3,153","29,596",10.65%,0,L,HD,0
Pulau Pinang,N.37,BATU MAUNG,LIAKAT ALI BIN MOHAMED ALI,BN,"9,063","29,596",30.62%,0,L,KLH,0
Pulau Pinang,N.38,BAYAN LEPAS,AZRUL MAHATHIR BIN AZIZ,PKR,"12,504","22,260",56.17%,1,L,MNG,0
Pulau Pinang,N.38,BAYAN LEPAS,ZARINA SHINTA MADAR,PAS,"2,497","22,260",11.22%,0,P,HD,0
Pulau Pinang,N.38,BAYAN LEPAS,CIKGU RUSLI HASHIM,BN,"7,259","22,260",32.61%,0,L,KLH,0
Pulau Pinang,N.39,PULAU BETONG,CIKGU MOHD TAUFIK,PAS,"1,645","15,463",10.64%,0,L,HD,0
Pulau Pinang,N.39,PULAU BETONG,YEOH CHENG HUAT,PRM,64,"15,463",0.41%,0,L,HD,0
Pulau Pinang,N.39,PULAU BETONG,HAJI TUAH ISMAIL,PKR,"7,675","15,463",49.63%,1,L,MNG,0
Pulau Pinang,N.39,PULAU BETONG,DATUK Sr Dr MUHAMAD FARID BIN SAAD,BN,"6,079","15,463",39.31%,0,L,KLH,0
Pulau Pinang,N.40,TELOK BAHANG,ZOLKIFLY B. MD LAZIM,PKR,"5,482","12,008",45.65%,1,L,MNG,0
Pulau Pinang,N.40,TELOK BAHANG,MOHD ALI BIN OTHMAN,PAS,"1,469","12,008",12.23%,0,L,HD,0
Pulau Pinang,N.40,TELOK BAHANG,SHAH HEADAN AYOOB HUSSAIN SHAH,BN,"5,057","12,008",42.11%,0,L,KLH,0
Perak,N.01,PENGKALAN HULU,HJ. AZNEL HJ. IBRAHIM,BN,"5,716","11,768",48.57%,1,L,MNG,0
Perak,N.01,PENGKALAN HULU,HAMIDI BIN ISMAIL,PAS,"3,341","11,768",28.39%,0,L,KLH,0
Perak,N.01,PENGKALAN HULU,DR AHMAD SAFWAN (DR IWAN),PKR,"2,711","11,768",23.04%,0,L,KLH,0
Perak,N.02,TEMENGOR,FADZIL AZIZ,PKR,"3,806","15,517",24.53%,0,L,KLH,0
Perak,N.02,TEMENGOR,MD POZI BIN MD SANI,PAS,"3,888","15,517",25.06%,0,L,KLH,0
Perak,N.02,TEMENGOR,SALBIAH MOHAMED,BN,"7,823","15,517",50.42%,1,P,MNG,0
Perak,N.03,KENERING,AZHAR HJ. RASDI,PAS,"4,111","13,322",30.86%,0,L,KLH,0
Perak,N.03,KENERING,NOOR SHAM BINTI ABU SAMAH,PKR,"1,832","13,322",13.75%,0,P,KLH,0
Perak,N.03,KENERING,TARMIZI IDRIS,BN,"7,379","13,322",55.39%,1,L,MNG,0
Perak,N.04,KOTA TAMPAN,USTAZ RIF'AAT HJ RAZMAN,PAS,"2,881","9,898",29.11%,0,L,KLH,0
Perak,N.04,KOTA TAMPAN,SAARANI MOHAMAD,BN,"5,183","9,898",52.36%,1,L,MNG,0
Perak,N.04,KOTA TAMPAN,NOOR HASNIDA MOHD. HASHIM,PKR,"1,834","9,898",18.53%,0,P,KLH,0
Perak,N.05,SELAMA,DATO' FAIZUL ARBY BIN MOHD SHOHOR,BN,"5,227","13,361",39.12%,0,L,KLH,0
Perak,N.05,SELAMA,RAZALI ISMAIL,PKR,"2,618","13,361",19.59%,0,L,KLH,0
Perak,N.05,SELAMA,USTAZ AKMAL HJ KAMARUDIN,PAS,"5,516","13,361",41.28%,1,L,MNG,0
Perak,N.06,KUBU GAJAH,CIKGU SUPRI,PKR,"1,671","13,063",12.79%,0,L,KLH,0
Perak,N.06,KUBU GAJAH,USTAZ KHALIL HJ YAHAYA,PAS,"5,786","13,063",44.29%,1,L,MNG,0
Perak,N.06,KUBU GAJAH,SALIZA BINTI AHMAD,BN,"5,606","13,063",42.92%,0,P,KLH,0
Perak,N.07,BATU KURAU,USTAZ SHAHIR HASSAN,PAS,"3,860","13,121",29.42%,0,L,KLH,0
Perak,N.07,BATU KURAU,ZAINAL ABIDIN HJ. ABD. RAHMAN,BERJASA,42,"13,121",0.32%,0,L,HD,0
Perak,N.07,BATU KURAU,MUHAMAD AIMAN AIZUDDIN,PKR,"3,051","13,121",23.25%,0,L,KLH,0
Perak,N.07,BATU KURAU,DATO' DR. MUHAMMAD AMIN B. ZAKARIA,BN,"6,168","13,121",47.01%,1,L,MNG,0
Perak,N.08,TITI SERONG,HASNUL ZULKARNAIN,PKR,"7,600","22,053",34.46%,1,L,MNG,0
Perak,N.08,TITI SERONG,USTAZ ABU BAKAR HAJI HUSSIAN,PAS,"6,993","22,053",31.71%,0,L,KLH,0
Perak,N.08,TITI SERONG,NORSALEWATI BINTI MAT NORWANI,BN,"7,460","22,053",33.83%,0,P,KLH,0
Perak,N.09,KUALA KURAU,HJ SHAHRUL NIZAM,BN,"6,012","20,664",29.09%,0,L,KLH,0
Perak,N.09,KUALA KURAU,YUNUS JAMHARI,PKR,"8,655","20,664",41.88%,1,L,MNG,0
Perak,N.09,KUALA KURAU,ABDUL BAHARIN MAT DESA,PAS,"5,997","20,664",29.02%,0,L,KLH,0
Perak,N.10,ALOR PONGSU,CIKGU ZAKI,PKR,"4,595","16,545",27.77%,0,L,KLH,0
Perak,N.10,ALOR PONGSU,DATO' SHAM BIN MAT SAHAT,BN,"6,556","16,545",39.63%,1,L,MNG,0
Perak,N.10,ALOR PONGSU,UST. WAN TARMIZI,PAS,"5,394","16,545",32.60%,0,L,KLH,0
Perak,N.11,GUNONG SEMANGGOL,HJ. RAZMAN ZAKARIA,PAS,"7,444","16,505",45.10%,1,L,MNG,0
Perak,N.11,GUNONG SEMANGGOL,ZAINI BIN CHA,BN,"5,541","16,505",33.57%,0,L,KLH,0
Perak,N.11,GUNONG SEMANGGOL,ISMAIL,PKR,"3,520","16,505",21.33%,0,L,KLH,0
Perak,N.12,SELINSING,HAJI HUSIN BIN DIN,PAS,"5,070","14,253",35.57%,0,L,KLH,0
Perak,N.12,SELINSING,USTAZ SAQIF ANSORULLAH,PKR,"4,016","14,253",28.18%,0,L,KLH,0
Perak,N.12,SELINSING,MOHAMAD NOOR BIN DAWOO,BN,"5,167","14,253",36.25%,1,L,MNG,0
Perak,N.13,KUALA SEPETANG,MOHD KAMARUDDIN BIN ABU BAKAR,BN,"8,993","23,953",37.54%,1,L,MNG,0
Perak,N.13,KUALA SEPETANG,CHUA YEE LING,PKR,"8,664","23,953",36.17%,0,P,KLH,0
Perak,N.13,KUALA SEPETANG,HAJI RAHIM ISMAIL,PAS,"6,296","23,953",26.28%,0,L,KLH,0
Perak,N.14,CHANGKAT JERING,USTAZ NORDIN JAAFAR,PAS,"6,199","21,973",28.21%,0,L,KLH,0
Perak,N.14,CHANGKAT JERING,IR. MEGAT SHARIFFUDIN IBRAHIM,PKR,"6,896","21,973",31.38%,0,L,KLH,0
Perak,N.14,CHANGKAT JERING,MOHGANAN A/L P MANIKAM,BEBAS - POKOK,60,"21,973",0.27%,0,L,HD,0
Perak,N.14,CHANGKAT JERING,AHMAD SAIDI BIN MOHAMAD DAUD,BN,"8,818","21,973",40.13%,1,L,MNG,0
Perak,N.15,TRONG,JAMILAH BINTI ZAKARIA,BN,"5,139","10,926",47.03%,1,P,MNG,0
Perak,N.15,TRONG,DATUK SHAHARUDDIN ABDUL RASHID,PKR,"2,546","10,926",23.30%,0,L,KLH,0
Perak,N.15,TRONG,USTAZ FAISAL BIN ABDUL RAHMAN,PAS,"3,241","10,926",29.66%,0,L,KLH,0
Perak,N.16,KAMUNTING,USTAZ FAKHRUDIN,PAS,"5,276","23,292",22.65%,0,L,KLH,0
Perak,N.16,KAMUNTING,IR DR MUHD FADHIL NURUDDIN,PKR,"9,898","23,292",42.50%,1,L,MNG,0
Perak,N.16,KAMUNTING,DATO MOHAMMAD ZAHIR BIN ABDUL KHALID,BN,"8,118","23,292",34.85%,0,L,KLH,0
Perak,N.17,POKOK ASSAM,LEE LI KUAN,BN,"4,922","21,876",22.50%,0,P,KLH,0
Perak,N.17,POKOK ASSAM,LEOW THYE YIH,PKR,"16,954","21,876",77.50%,1,L,MNG,0
Perak,N.18,AULONG,SOO KAY PING,BN,"6,059","24,182",25.06%,0,L,KLH,0
Perak,N.18,AULONG,NGA KOR MING,PKR,"18,123","24,182",74.94%,1,L,MNG,0
Perak,N.19,CHENDEROH,KHAIRUL ANUAR MUSA,PKR,"3,176","11,666",27.22%,0,L,KLH,0
Perak,N.19,CHENDEROH,USTAZ FARID FAIZI,PAS,"2,944","11,666",25.24%,0,L,KLH,0
Perak,N.19,CHENDEROH,ZAINUN BIN MAT NOOR,BN,"5,546","11,666",47.54%,1,L,MNG,0
Perak,N.20,LUBOK MERBAU,ZULKARNINE HASHIM,PKR,"4,179","13,586",30.76%,0,L,KLH,0
Perak,N.20,LUBOK MERBAU,DR JURIJ BIN JALALUDIN,BN,"4,908","13,586",36.13%,1,L,MNG,0
Perak,N.20,LUBOK MERBAU,USTAZ AZIZI BIN MOHAMED RIDZUWAN,PAS,"4,499","13,586",33.11%,0,L,KLH,0
Perak,N.21,LINTANG,MADHI HASAN,PKR,"6,023","20,088",29.98%,0,L,KLH,0
Perak,N.21,LINTANG,USTAZ FAHMI,PAS,"3,460","20,088",17.22%,0,L,KLH,0
Perak,N.21,LINTANG,DATO' HJ. MOHD ZOLKAFLY HJ. HARUN,BN,"10,605","20,088",52.79%,1,L,MNG,0
Perak,N.22,JALONG,LOH SZE YEE,PKR,"16,138","22,674",71.17%,1,L,MNG,0
Perak,N.22,JALONG,TAN LIAN HOE,BN,"6,536","22,674",28.83%,0,P,KLH,0
Perak,N.23,MANJOI,USTAZ HAFEZ SABRI,PAS,"10,830","47,402",22.85%,0,L,KLH,0
Perak,N.23,MANJOI,ASMUNI AWI,PKR,"20,052","47,402",42.30%,1,L,MNG,0
Perak,N.23,MANJOI,MOHAMAD ZIAD ZAINAL,BN,"16,520","47,402",34.85%,0,L,KLH,0
Perak,N.24,HULU KINTA,USTAZ SALLEH SAID,PAS,"7,425","39,461",18.82%,0,L,KLH,0
Perak,N.24,HULU KINTA,AMINUDDIN HANAFIAH,BN,"14,053","39,461",35.61%,0,L,KLH,0
Perak,N.24,HULU KINTA,MURUGIAH SUBRAMANIAM,BEBAS - GAJAH,217,"39,461",0.55%,0,L,HD,0
Perak,N.24,HULU KINTA,MUHAMAD ARAFAT,PKR,"17,766","39,461",45.02%,1,L,MNG,0
Perak,N.25,CANNING,JENNY CHOY TSI JEN,PKR,"21,268","24,244",87.72%,1,P,MNG,0
Perak,N.25,CANNING,LIEW KAR TUAN,BN,"2,976","24,244",12.28%,0,L,HD,0
Perak,N.26,TEBING TINGGI,TONY KHOO BOON CHUAN,BN,"6,407","20,672",30.99%,0,L,KLH,0
Perak,N.26,TEBING TINGGI,DR. AZIZ BARI,PKR,"10,334","20,672",49.99%,1,L,MNG,0
Perak,N.26,TEBING TINGGI,HAJI MAZLAN ISA,PAS,"3,931","20,672",19.02%,0,L,KLH,0
Perak,N.27,PASIR PINJI,NG KAI CHEONG,BN,"2,426","25,708",9.44%,0,L,HD,0
Perak,N.27,PASIR PINJI,HOWARD LEE CHUAN HOW,PKR,"23,282","25,708",90.56%,1,L,MNG,0
Perak,N.28,BERCHAM,AH NAN,BN,"3,938","28,585",13.78%,0,L,KLH,0
Perak,N.28,BERCHAM,ONG BOON PIOW,PKR,"24,647","28,585",86.22%,1,L,MNG,0
Perak,N.29,KEPAYANG,CHANG KOK AUN,BN,"2,922","15,339",19.05%,0,L,KLH,0
Perak,N.29,KEPAYANG,DR. KO CHUNG SEN,PKR,"12,417","15,339",80.95%,1,L,MNG,0
Perak,N.30,BUNTONG,T. THANGARANI,BN,"2,682","21,500",12.47%,0,P,HD,0
Perak,N.30,BUNTONG,SIVASUBRAMANIAM,PKR,"18,005","21,500",83.74%,1,L,MNG,0
Perak,N.30,BUNTONG,RANI RASIAH,PSM,813,"21,500",3.78%,0,P,HD,0
Perak,N.31,JELAPANG,CHEAH POU HIAN,PKR,"16,940","19,637",86.27%,1,L,MNG,0
Perak,N.31,JELAPANG,SARAS,PSM,944,"19,637",4.81%,0,P,HD,0
Perak,N.31,JELAPANG,THANKARAJ KRISHNAN,BN,"1,753","19,637",8.93%,0,L,HD,0
Perak,N.32,MENGLEMBU,WONG KAM SENG,BN,"2,508","23,212",10.80%,0,L,HD,0
Perak,N.32,MENGLEMBU,CHAW KAM FOON,PKR,"20,456","23,212",88.13%,1,L,MNG,0
Perak,N.32,MENGLEMBU,CHIN KWAI LEONG,PSM,248,"23,212",1.07%,0,L,HD,0
Perak,N.33,TRONOH,YONG CHOO KIONG,PKR,"15,061","19,954",75.48%,1,L,MNG,0
Perak,N.33,TRONOH,YUEN CHAN HOW,BN,"4,560","19,954",22.85%,0,L,KLH,0
Perak,N.33,TRONOH,CHIN KWAI HENG,PSM,333,"19,954",1.67%,0,L,HD,0
Perak,N.34,BUKIT CHANDAN,MASLIN SHAM BIN RAZMAN,BN,"5,929","14,137",41.94%,1,L,MNG,0
Perak,N.34,BUKIT CHANDAN,LAKSAMANA PERTAMA (B) MOHAMAD IMRAN BIN ABD HAMID,PKR,"5,465","14,137",38.66%,0,L,KLH,0
Perak,N.34,BUKIT CHANDAN,INTAN NORHANI BINTI MOHAMAD BASIR,PAS,"2,743","14,137",19.40%,0,P,KLH,0
Perak,N.35,MANONG,HAJI JAMIL,PAS,"4,004","15,967",25.08%,0,L,KLH,0
Perak,N.35,MANONG,HAJI MOHAMAD ISA JAAFAR,PKR,"5,696","15,967",35.67%,0,L,KLH,0
Perak,N.35,MANONG,MOHAMAD ZURAIMI RAZALI,BN,"6,267","15,967",39.25%,1,L,MNG,0
Perak,N.36,PENGKALAN BAHARU,HJ ZAKARIA BIN HASHIM,PAS,"2,781","13,781",20.18%,0,L,KLH,0
Perak,N.36,PENGKALAN BAHARU,MURAD ABDULLAH,PKR,"4,688","13,781",34.02%,0,L,KLH,0
Perak,N.36,PENGKALAN BAHARU,DATO' ABD MANAF,BN,"6,312","13,781",45.80%,1,L,MNG,0
Perak,N.37,PANTAI REMIS,HO KEAN WEI,BN,"5,292","23,900",22.14%,0,L,KLH,0
Perak,N.37,PANTAI REMIS,WONG MAY ING,PKR,"18,608","23,900",77.86%,1,P,MNG,0
Perak,N.38,ASTAKA,TEOH YEE CHERN,PKR,"18,814","22,452",83.80%,1,L,MNG,0
Perak,N.38,ASTAKA,TENG KEEK SOONG,BN,"3,638","22,452",16.20%,0,L,KLH,0
Perak,N.39,BELANJA,KHAIRUDIN ABU HANIPAH,BN,"5,879","11,900",49.40%,1,L,MNG,0
Perak,N.39,BELANJA,USTAZ MOHD ZAHID,PAS,"3,150","11,900",26.47%,0,L,KLH,0
Perak,N.39,BELANJA,HAJI YAHANIS YAHYA,PKR,"2,871","11,900",24.13%,0,L,KLH,0
Perak,N.40,BOTA,AZRUL AZHAR,PKR,"4,070","17,070",23.84%,0,L,KLH,0
Perak,N.40,BOTA,UST. MUHD. ISMI MAT TAIB,PAS,"5,589","17,070",32.74%,0,L,KLH,0
Perak,N.40,BOTA,KHAIRUL SHAHRIL MOHAMED,BN,"7,411","17,070",43.42%,1,L,MNG,0
Perak,N.41,MALIM NAWAR,CHANG GWO CHYANG,BN,"5,189","16,673",31.12%,0,L,KLH,0
Perak,N.41,MALIM NAWAR,LEONG CHEOK KENG,PKR,"11,271","16,673",67.60%,1,L,MNG,0
Perak,N.41,MALIM NAWAR,BAWANI KS,PSM,213,"16,673",1.28%,0,P,HD,0
Perak,N.42,KERANJI,CHONG ZHEMIN,PKR,"12,072","16,103",74.97%,1,L,MNG,0
Perak,N.42,KERANJI,DANIEL WA WAI HOW,BN,"4,031","16,103",25.03%,0,L,KLH,0
Perak,N.43,TUALANG SEKAH,NOLEE RADZI,BN,"8,767","19,597",44.74%,1,P,MNG,0
Perak,N.43,TUALANG SEKAH,USTAZ HAJI MOHD SOFIAN BIN HAJI REJAB,PAS,"3,162","19,597",16.14%,0,L,KLH,0
Perak,N.43,TUALANG SEKAH,AZLAN HELMI,PKR,"7,668","19,597",39.13%,0,L,KLH,0
Perak,N.44,SUNGAI RAPAT,RADZI BIN ZAINON,PAS,"4,627","25,863",17.89%,0,L,KLH,0
Perak,N.44,SUNGAI RAPAT,DATO' SERI NIZAR,PKR,"12,425","25,863",48.04%,1,L,MNG,0
Perak,N.44,SUNGAI RAPAT,DATUK HAMZAH BIN MOHD KASIM,BN,"8,811","25,863",34.07%,0,L,KLH,0
Perak,N.45,SIMPANG PULAI,MOHD ARIF ABD. LATIFF @ ARIF URUT,PAS,"4,061","34,690",11.71%,0,L,HD,0
Perak,N.45,SIMPANG PULAI,LIEW YEE LIN,BN,"4,970","34,690",14.33%,0,P,KLH,0
Perak,N.45,SIMPANG PULAI,TAN KAR HING,PKR,"25,659","34,690",73.97%,1,L,MNG,0
Perak,N.46,TEJA,ALBERT CHANG CHUN CHEUN,BN,"6,156","18,730",32.87%,0,L,KLH,0
Perak,N.46,TEJA,CIKGU MOKTHAR ABDULLAH,PAS,"2,028","18,730",10.83%,0,L,HD,0
Perak,N.46,TEJA,SANDREA NG,PKR,"10,546","18,730",56.31%,1,P,MNG,0
Perak,N.47,CHENDERIANG,CHOONG SHIN HENG,BN,"7,623","17,020",44.79%,0,L,KLH,0
Perak,N.47,CHENDERIANG,NORDIN BIN HASSAN,PAS,"1,735","17,020",10.19%,0,L,HD,0
Perak,N.47,CHENDERIANG,AHMAD FAIZAL DATO' AZUMU,PKR,"7,662","17,020",45.02%,1,L,MNG,0
Perak,N.48,AYER KUNING,TAN SENG TOH,PKR,"7,054","19,188",36.76%,0,L,KLH,0
Perak,N.48,AYER KUNING,SALMAH BINTI AB LATIFF,PAS,"2,993","19,188",15.60%,0,P,KLH,0
Perak,N.48,AYER KUNING,DATO' SAMSUDIN ABU HASSAN,BN,"9,141","19,188",47.64%,1,L,MNG,0
Perak,N.49,SUNGAI MANIK,DR MUSTAPA KAMAL BIN MAULUT,BERJASA,169,"20,831",0.81%,0,L,HD,0
Perak,N.49,SUNGAI MANIK,DATO' ZAINOL FADZI PAHARUDIN,BN,"9,265","20,831",44.48%,1,L,MNG,0
Perak,N.49,SUNGAI MANIK,MOHAMAD MAHARANI,PKR,"7,326","20,831",35.17%,0,L,KLH,0
Perak,N.49,SUNGAI MANIK,CIKGU YUSOFF,PAS,"4,071","20,831",19.54%,0,L,KLH,0
Perak,N.50,KAMPONG GAJAH,DATUK DR WAN NORASHIKIN BINTI WAN NOORDIN,BN,"11,026","22,568",48.86%,1,P,MNG,0
Perak,N.50,KAMPONG GAJAH,CIKGU ZAITON,PKR,"3,861","22,568",17.11%,0,P,KLH,0
Perak,N.50,KAMPONG GAJAH,USTAZ MUSTAFA SHAARI,PAS,"7,681","22,568",34.03%,0,L,KLH,0
Perak,N.51,PASIR PANJANG,DATO' RASHIDI IBRAHIM,BN,"12,904","34,822",37.06%,0,L,KLH,0
Perak,N.51,PASIR PANJANG,HAJJAH ROHAWATI ABIDIN,PAS,"7,795","34,822",22.39%,0,P,KLH,0
Perak,N.51,PASIR PANJANG,CIKGU YAHAYA,PKR,"14,123","34,822",40.56%,1,L,MNG,0
Perak,N.52,PANGKOR,DATO' SERI DIRAJA DR ZAMBRY ABD KADIR,BN,"8,378","18,768",44.64%,1,L,MNG,0
Perak,N.52,PANGKOR,USTAZ ZAINAL ABIDIN SAAD,PAS,"3,638","18,768",19.38%,0,L,KLH,0
Perak,N.52,PANGKOR,KOMANDER (B) NORDIN,PKR,"6,752","18,768",35.98%,0,L,KLH,0
Perak,N.53,RUNGKUP,SHAHRUL ZAMAN BIN YAHYA,BN,"6,529","12,419",52.57%,1,L,MNG,0
Perak,N.53,RUNGKUP,HATIM BIN MUSA,PKR,"3,460","12,419",27.86%,0,L,KLH,0
Perak,N.53,RUNGKUP,CIKGU MD MUKRI,PAS,"2,430","12,419",19.57%,0,L,KLH,0
Perak,N.54,HUTAN MELINTANG,MANIVANAN GOWIN,PKR,"10,220","24,331",42.00%,0,L,KLH,0
Perak,N.54,HUTAN MELINTANG,USTAZ MISBAH,PAS,"3,150","24,331",12.95%,0,L,KLH,0
Perak,N.54,HUTAN MELINTANG,KHAIRUDDIN BIN TARMIZI,BN,"10,961","24,331",45.05%,1,L,MNG,0
Perak,N.55,PASIR BEDAMAR,KONG SUN CHIN,BN,"4,960","25,379",19.54%,0,L,KLH,0
Perak,N.55,PASIR BEDAMAR,S. KUMARESAN,PAS,939,"25,379",3.70%,0,L,HD,0
Perak,N.55,PASIR BEDAMAR,TERENCE NAIDU,PKR,"19,480","25,379",76.76%,1,L,MNG,0
Perak,N.56,CHANGKAT JONG,MOHD AZHAR BIN JAMALUDDIN,BN,"11,216","28,199",39.77%,1,L,MNG,0
Perak,N.56,CHANGKAT JONG,FAIZUL ISMAIL,PKR,"11,149","28,199",39.54%,0,L,KLH,0
Perak,N.56,CHANGKAT JONG,HJ. AZHAR RAFIEI,PAS,"5,834","28,199",20.69%,0,L,KLH,0
Perak,N.57,SUNGKAI,APPALASAMY A/L JETAKIAH,PAS,505,"13,274",3.80%,0,L,HD,0
Perak,N.57,SUNGKAI,DATO' V. ELANGO,BN,"3,138","13,274",23.64%,0,L,KLH,0
Perak,N.57,SUNGKAI,A. SIVANESAN,PKR,"9,631","13,274",72.56%,1,L,MNG,0
Perak,N.58,SLIM,USTAZ ZULFADLI ZAINAL,PAS,"4,103","18,574",22.09%,0,L,KLH,0
Perak,N.58,SLIM,DATO' KHUSAIRI TALIB,BN,"8,327","18,574",44.83%,1,L,MNG,0
Perak,N.58,SLIM,MOHD AMRAN IBRAHIM,PKR,"6,144","18,574",33.08%,0,L,KLH,0
Perak,N.59,BEHRANG,USTAZ SAYED ZAMZURI,PAS,"3,334","22,465",14.84%,0,L,KLH,0
Perak,N.59,BEHRANG,DATO HJH RUSNAH KASSIM,BN,"9,361","22,465",41.67%,0,P,KLH,0
Perak,N.59,BEHRANG,AMINUDDIN ZULKIPLI,PKR,"9,770","22,465",43.49%,1,L,MNG,0
Perlis,N.01,TITI TINGGI,KAMIS BIN HJ YUB,PAS,"2,291","7,805",29.35%,0,L,KLH,PENIAGA
Perlis,N.01,TITI TINGGI,YAACOB BIN MAN,BEBAS - KUNCI,132,"7,805",1.69%,0,L,HD,0
Perlis,N.01,TITI TINGGI,TEH CHAI AAN,BN,"2,762","7,805",35.39%,1,L,MNG,BERNIAGA
Perlis,N.01,TITI TINGGI,TEH SENG CHUAN,PKR,"2,620","7,805",33.57%,0,L,KLH,PENIAGA
Perlis,N.02,BESERI,WAN KHARIZAL,PKR,"2,463","6,865",35.88%,0,L,KLH,TIADA
Perlis,N.02,BESERI,RUZAINI BIN RAIS,BN,"2,879","6,865",41.94%,1,L,MNG,AHLI PERNIAGAAN
Perlis,N.02,BESERI,UST . AZAMHARI,PAS,"1,523","6,865",22.18%,0,L,KLH,TIADA
Perlis,N.03,CHUPING,POZIYAH BINTI HAMZAH,PKR,"2,522","8,378",30.10%,0,P,KLH,-
Perlis,N.03,CHUPING,HJ MOHD ALI PUTEH,PAS,"1,967","8,378",23.48%,0,L,KLH,TIADA
Perlis,N.03,CHUPING,ASMAIZA BINTI AHMAD,BN,"3,889","8,378",46.42%,1,P,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI PERLIS
Perlis,N.04,MATA AYER,CIKGU MOHAMMAD,PAS,"1,516","6,164",24.59%,0,L,KLH,PESARA
Perlis,N.04,MATA AYER,LT KOL (B) HJ AZHAR BIN HJ OMAR,PKR,"1,964","6,164",31.86%,0,L,KLH,PESARA
Perlis,N.04,MATA AYER,SITI BERENEE BINTI YAHAYA,BN,"2,684","6,164",43.54%,1,P,MNG,TIADA
Perlis,N.05,SANTAN,CIKGU MAZLINA CHE YOB,PKR,"2,122","7,281",29.14%,0,P,KLH,PESARA
Perlis,N.05,SANTAN,AZIZAN BIN SULAIMAN,BN,"3,071","7,281",42.18%,1,L,MNG,TIADA
